client_id,stock_id,score
192,487,0.3617163803411765
611,348,0.49821001510594554
1070,432,0.3379758235610322
145,2,0.23744114215994208
487,810,0.4795106339574797
66,88,0.2818267501679858
939,178,0.10848778208582491
338,78,0.5107818480504867
1563,748,0.3025149045198598
1823,696,0.5272395308135551
1622,201,0.587273312905261
1063,168,0.25641185083270507
1463,398,0.3543598692244927
1516,353,0.25866370403196237
1562,344,0.4049853372014954
642,788,0.3506492160124969
433,500,0.35703165198839626
1108,520,0.27920764226943856
666,526,0.21935902767523066
364,543,0.5203598925046189
1980,363,0.7058906808995662
107,13,0.2555592621411408
968,655,0.20336144128540742
1438,449,0.3818133432413727
1452,151,0.7800448332038155
258,829,0.42921765923047495
1289,229,0.3703235337466931
438,149,0.3698559123180305
634,869,0.3477968026708416
398,621,0.3478557426274892
691,557,0.3923301273706263
1677,319,0.34681216482837246
176,718,0.3151287639432611
1308,665,0.28150540427694626
1273,699,0.7172060152237899
1980,994,0.496980029380699
130,928,0.3383077830376726
1833,524,0.4380766413151209
1109,57,0.261461133581455
1080,993,0.2273249928171041
75,370,0.2737808641762379
898,850,0.4272466611908841
153,268,0.5074081014037597
902,929,0.494064096241916
1455,525,0.7422720107721998
605,342,0.24709927869477902
1064,675,0.5536654274860064
517,406,0.38906889223592317
810,691,0.40376634489021723
472,76,0.2773759477593386
343,11,0.40252925938714446
939,693,0.22724481425065357
1951,156,0.534973672145567
173,486,0.4016747615485932
236,156,0.5110708684704505
1274,220,0.3139216284798649
1157,843,0.24208969693023846
1957,770,0.24257011864596983
1220,826,0.3976491930291379
1741,483,0.3893626778711028
1553,233,0.4413067658089427
1917,844,0.15847033678799535
710,458,0.34849168730001234
1476,412,0.2438227868426393
681,833,0.44715873035899234
1378,793,0.3723621252542592
1546,402,0.38195824321592897
719,991,0.24718431554461143
1945,32,0.34209380036292125
535,196,0.19039344133367553
132,263,0.28408993597490106
1620,366,0.45787830332030854
732,705,0.35299487783688344
1444,345,0.8030632649386347
357,687,0.23706427127506494
1409,324,0.4484876490603239
418,210,0.4123558823893054
910,738,0.5209613200322507
213,528,0.47762966536362245
1871,172,0.7359648708707696
1401,770,0.3022382893322011
1774,93,0.3435756721944465
517,741,0.328772661712183
429,862,0.25694126854145344
1205,168,0.25993641164987524
202,705,0.25368672513594326
1325,877,0.5151283869041242
1886,279,0.2943856121203302
1944,284,0.5033543236874783
670,874,0.5249496750546243
900,188,0.346205520146022
90,567,0.46447870603436203
547,329,0.61457839926755
1564,79,0.5371577854021701
1568,92,0.37110134299086706
623,378,0.2591628638757515
263,246,0.21051792043501957
1653,447,0.4188721806329647
1325,573,0.349846163854282
1537,359,0.24089722616811654
1780,87,0.3293742818275418
1523,895,0.20857027317899252
1836,586,0.6323903088755183
612,140,0.26016689958807665
999,554,0.47967950926966985
135,329,0.620236463027821
1062,281,0.8220145371576433
1863,869,0.3232823194789215
770,45,0.8109300493939792
1969,748,0.3394718459488031
1553,702,0.4605219943084542
819,53,0.3922248474393599
741,693,0.28651622966093404
435,140,0.14816472876153888
593,441,0.3635695364146684
166,922,0.10504702752032458
546,657,0.4914280840966676
1206,77,0.3867637814678355
1927,420,0.5648440540204417
1259,833,0.22910252491505628
915,37,0.41103726964064574
1789,907,0.4010150296810404
1382,30,0.43185783778810327
204,704,0.3513322431298169
840,422,0.33670496541815853
905,156,0.4490805813348256
101,759,0.49125668041285975
717,88,0.27667956133659233
607,439,0.45895927396819725
158,113,0.5046232715812577
54,575,0.2956684863752735
32,557,0.4490069235991897
1788,447,0.456696023351893
1821,747,0.2885558799849961
607,227,0.36440344484266235
285,873,0.5797628811182831
139,834,0.2292599941385273
1678,751,0.48622600943832567
335,909,0.20128853461877985
1413,169,0.22470709230612923
1012,9,0.29319452100753535
429,467,0.4902135827365986
513,579,0.1649135402122626
1843,983,0.15728146711142554
1479,511,0.32891170884988125
1301,179,0.37542698962308874
1695,747,0.3745279843150842
658,358,0.19363209923298408
1106,153,0.746026699243671
505,508,0.33325287648350727
622,628,0.12137084210346263
96,939,0.8030902246511069
1978,598,0.45228331126307236
933,537,0.17169977342898918
1733,300,0.3147520496030971
542,366,0.2676475691383615
1516,315,0.3428835711689534
1212,51,0.5333149432707793
1341,409,0.6559746858351267
322,590,0.1551098720039541
555,291,0.2722151228359325
1460,246,0.5338025873832304
518,783,0.44690682026892214
1495,349,0.31715683148225926
1732,700,0.8004862938446818
157,937,0.5725784306823352
1606,824,0.7439123468935854
1246,159,0.16015274550557107
1933,386,0.27374286861658476
471,333,0.5610417813317647
1563,162,0.3954969776329763
999,897,0.6545016515573383
1577,774,0.13631404200098532
1411,682,0.46906230916805314
1541,147,0.812692784768158
1822,210,0.24216168743726432
1695,46,0.4249046223154316
1697,498,0.4070874232962745
1696,922,0.15724335462516895
1270,567,0.40648770252017397
466,756,0.4477214658064491
485,551,0.22719512176463572
1161,777,0.22972091704699343
925,649,0.4328486685300336
1720,810,0.6710716197452652
751,210,0.4075431525447089
123,67,0.06970512658009773
474,357,0.21357563292079246
520,777,0.38261946979226713
1660,882,0.5212699936404714
1353,565,0.2348222550531725
426,442,0.33720196233314836
954,450,0.40934579712791525
1340,486,0.22930577711878652
1600,4,0.37573354607481224
631,370,0.6730305290707539
1211,25,0.27706766246060477
1802,161,0.36362705684363267
409,639,0.43877098757594934
1611,72,0.5939600342062
1648,441,0.2344868674056663
1801,589,0.3753678705797957
701,753,0.20955115088233967
1828,168,0.4227695910127539
1878,207,0.35920524242538804
1084,842,0.42624340817243545
47,447,0.49142902933335714
756,467,0.42637859737129213
1203,760,0.8208959520059623
1786,19,0.4151328321671096
6,861,0.47174632718022236
321,267,0.2789288039175769
400,356,0.7490362796568246
754,498,0.484007138547767
1191,347,0.43073974608976884
1527,538,0.5516160353940192
1702,529,0.23630133722506225
1626,302,0.5974570654807092
1920,13,0.24833929737399624
1043,755,0.565014593080126
1843,579,0.17422508674025694
1828,849,0.7204750227148129
140,529,0.40084423931390034
1675,583,0.34840961805306714
142,706,0.4184898040054359
1169,293,0.2544472374494624
563,416,0.40856792751022897
660,912,0.5286281672056234
257,959,0.46324800284721107
792,424,0.2787073300555291
3,2,0.3160596876684853
417,361,0.20660725485461628
345,730,0.1332112623100771
896,43,0.2563062551612705
320,463,0.40553658584495245
1034,579,0.5384707095536703
14,56,0.30947989557993383
1353,63,0.25626464273004185
640,569,0.3822257456816435
404,398,0.5036832920905232
1923,587,0.46973888407583597
1112,865,0.21776460497854128
894,78,0.49593611238089563
144,640,0.5460334079112834
755,65,0.23592445588301392
245,601,0.1962055094403834
435,352,0.3128708509942303
1711,678,0.2965080143864719
469,410,0.4122248727009333
1106,73,0.5305757846553922
1400,242,0.37227392862564385
834,627,0.5496338035031025
1649,265,0.25110812403923477
549,379,0.24614099525927918
1403,248,0.2764619300318713
1095,446,0.5747439308268254
869,298,0.5725099352473239
733,59,0.393089990889151
893,201,0.4760925904531341
1802,34,0.37116853405404115
1188,27,0.5125274262128352
1395,862,0.27326641706321064
474,999,0.27376134928158163
596,968,0.6222176238901158
416,438,0.21785260345766755
164,558,0.6558628567822543
1302,987,0.12751038975374657
481,516,0.24112096459160418
1961,302,0.5659723956707892
1238,27,0.2303056024106402
518,193,0.3179745590632102
591,441,0.3341777838874773
1317,713,0.2913892069439533
13,666,0.39372934401993576
1365,869,0.5055359742532974
1515,499,0.2370974884753748
1203,957,0.6308575339086768
897,860,0.7174701035327623
721,328,0.4373013455071121
1272,71,0.5187111012734088
569,460,0.4869707036380155
124,10,0.25589947119319667
206,221,0.35684103686463475
311,381,0.36819964520208
121,750,0.23995381211930208
105,790,0.28782602590512585
1190,220,0.1580379768011158
75,721,0.24588084897064225
452,765,0.3412188272116566
486,667,0.48298908872427915
375,230,0.4701034422894391
1935,701,0.594250413222108
1103,644,0.5725786139710042
1709,575,0.4545603620698099
1112,873,0.15842086094793795
225,142,0.23791508186233834
1752,488,0.3234693654143907
844,297,0.2560502991044831
499,623,0.3724702180759326
840,205,0.19966613337179212
278,444,0.2220207533557582
676,940,0.2307720067960159
1293,819,0.26669416235241217
1783,851,0.17078588992769728
985,936,0.4457251653029489
771,898,0.2646999841114751
422,774,0.4944764911073393
1571,722,0.49892445903575044
1948,989,0.12014091307132385
1603,65,0.3392647502235889
1809,436,0.5232762072440245
789,996,0.30682100749886715
674,970,0.19506066421270513
97,8,0.3802699676931488
1610,16,0.19298319326746913
562,227,0.2426219778328187
1806,923,0.4529467012337738
1410,668,0.757559519586551
1324,117,0.3124789193686909
1868,49,0.6945412603032892
326,502,0.22249002875396406
1519,943,0.3001927454745257
1253,387,0.5379596101220812
1954,608,0.2817737357684681
978,761,0.6360056381385972
1305,571,0.24119412471472257
1113,943,0.1906057527493577
313,232,0.11413089024818829
441,898,0.4473338313395727
134,947,0.3501752599455531
160,139,0.334163519027902
303,459,0.37539239017522247
1908,346,0.32327478422024625
1617,953,0.21406713003654393
148,583,0.5100174542316986
1126,182,0.11608213136769763
1767,661,0.4315033173520769
774,23,0.21039107085321215
957,694,0.3166368837427235
25,649,0.21001958385830138
1135,605,0.28914757771296656
771,769,0.20972171367638254
1068,841,0.4673929865834645
716,937,0.22828894080604845
1474,611,0.34503236841733287
1467,387,0.4978191760698557
1577,895,0.18893037162223225
440,923,0.3375456973083887
553,862,0.24052077532546765
267,891,0.4219944097134994
1714,540,0.19852674443007734
1298,469,0.2635429135319227
1589,877,0.6491870108311175
1615,193,0.33161949958481934
269,297,0.2126883025471899
1634,731,0.33687335694354437
1431,64,0.2739182818028422
1680,37,0.39445192050223554
236,125,0.5810865985941043
383,325,0.7293142690231418
928,886,0.6328347177988436
265,760,0.3820099903169555
211,647,0.2904732102237963
794,675,0.2884445532322192
808,103,0.15620674473634752
1245,281,0.39172446958494045
219,172,0.5687551064714365
471,859,0.4358039515437636
1075,93,0.47013209318399274
1599,20,0.35462931766758754
1375,280,0.36257039254040546
1986,281,0.45700407779026514
947,574,0.3501993697880565
853,885,0.4362276161870837
645,764,0.22438932642700019
524,173,0.17618986499047162
1230,61,0.4375930231345703
318,823,0.4005975857016649
1485,126,0.2346061061215079
82,219,0.2493100476749499
1995,585,0.18548374108367155
646,429,0.2714451478989607
1909,64,0.4029492800468038
1964,979,0.2984747803351583
1231,53,0.29519851525699325
1244,235,0.48209487655825833
962,420,0.24484263186448252
1131,523,0.34839548148500793
1621,799,0.6197078750186036
1350,213,0.35422178076102323
1078,783,0.5160467860438945
855,70,0.5156572909791679
1709,680,0.4370112391175866
1924,449,0.33613767532372885
1257,903,0.2165934740209593
1177,329,0.349524948956081
1635,52,0.4394483284044882
1867,467,0.6260413000606473
636,451,0.38947495010784033
1564,514,0.3825284896764562
1695,471,0.18204577729651403
517,460,0.4811311093755838
29,971,0.2775430574689182
764,39,0.30262450202006386
731,891,0.47242280466700276
323,902,0.5446852823806552
1342,173,0.5901464284223188
1782,684,0.23009324173310108
179,853,0.48086376786404744
1182,36,0.17894617256094383
255,277,0.42622165247795984
248,692,0.1881850510634196
211,471,0.45081606979369643
748,414,0.34922045529386886
1210,899,0.16411079409975393
1762,673,0.31644658978784235
316,823,0.43724553093737806
869,930,0.3428575607198394
469,223,0.28468917329171844
1275,63,0.44023747778189093
1966,123,0.6975283315436033
1605,237,0.2517792358287446
1935,267,0.509805590065201
1990,486,0.38000884851941263
1082,453,0.37265634046610885
1853,722,0.5121516820997631
1845,992,0.36707867697987573
735,155,0.46887368991011447
672,640,0.5590165304392918
1108,68,0.29453607813367966
1880,979,0.2670752110886542
940,840,0.3573230954340635
1638,624,0.45890137406117437
251,151,0.46166511165943874
865,599,0.28724910511018104
1006,970,0.4367936251256015
302,715,0.2064785756691775
1172,200,0.27109188906705245
153,493,0.3604185778054734
181,524,0.44456092939238423
897,9,0.5529116064341718
699,856,0.41840042061598626
240,151,0.34589299813894525
783,336,0.23860941019370455
899,705,0.38431237600823254
1200,880,0.6668186057963067
316,782,0.4904094390878866
1532,571,0.5506762907313865
1086,279,0.4528691036398482
939,13,0.244415680104675
1825,589,0.39158808361376496
1782,472,0.2829315745626147
1961,262,0.4409973967196614
846,376,0.4883545122225976
1861,731,0.279609915275977
971,46,0.8174987098225814
1313,830,0.23202428489753507
1467,402,0.3093213058752675
1651,609,0.3728564113098816
1262,282,0.23788099131135346
1398,685,0.3644285059719168
309,887,0.4747084340235289
6,821,0.7901682778189442
1066,787,0.3862086038620184
200,894,0.18503373739505452
666,731,0.31635960030976074
632,520,0.5828949064047553
1362,334,0.3689269045207302
480,97,0.4542557229165423
429,511,0.27401231253977604
1808,904,0.4189372026564495
1996,799,0.47450127665165476
211,682,0.4548212415938072
850,877,0.6359441376197643
1290,975,0.4516818100785296
1910,665,0.45851536203873067
1237,250,0.42881057296893993
1566,318,0.4378695829075652
1150,803,0.5678076948448652
1319,22,0.4441540240921853
1471,198,0.28824136272285944
1214,231,0.3913222642856263
1484,182,0.2594365509465947
1456,844,0.18409977113481832
1301,616,0.3857333964750112
1108,572,0.11071811333328144
1467,773,0.3758283888267482
852,745,0.2950176328829017
503,846,0.49673199166717685
230,877,0.48125289062942667
689,208,0.6891125016395494
1922,130,0.5578220544045077
942,647,0.2864071517070867
1296,354,0.46747969220550045
608,827,0.5224563469036965
881,202,0.3601809788990784
380,754,0.26459936638591275
953,182,0.3525568331863156
1837,299,0.28770183803903554
1624,221,0.3817436215575202
688,996,0.1784624107842846
117,173,0.37291865580229205
1612,87,0.28003687223075746
1931,77,0.13873502340751404
988,492,0.2721489585676308
5,704,0.23954840760621693
954,796,0.473291732595288
450,144,0.6776308698852294
575,332,0.46384996417284935
211,288,0.32304053230848895
1785,572,0.20849086742221157
1055,906,0.0
1779,614,0.18759297587314977
275,6,0.4285659102363052
1322,96,0.8066601642398619
276,284,0.2660932017713566
102,624,0.36118491576622613
954,359,0.4286636768717614
1541,879,0.5797839497121255
1593,168,0.38664864372024405
114,238,0.26970751004630095
565,75,0.25426009833417745
507,154,0.36373502562202403
1582,460,0.2332515026730314
316,450,0.35165825280715435
1661,843,0.45086482360172764
1716,495,0.31453402183597046
361,456,0.1541313362085729
1481,811,0.7706724821802824
872,349,0.4579128824661921
1403,108,0.17936802366932686
1607,207,0.13872228351761481
577,324,0.503859716402711
370,934,0.40044966012874106
1948,988,0.16483860407813894
1495,45,0.4920667463818905
1405,910,0.3749677316108627
715,659,0.5189930316517273
1512,638,0.4473274262288515
875,905,0.512057851933654
632,843,0.44077099833449096
1839,910,0.39377125458620366
1283,123,0.28454148308249905
753,946,0.5296031881845273
1132,40,0.27448699355147355
1468,797,0.5196352352804742
164,838,0.6148666235151766
1509,988,0.19235418726785658
762,176,0.29458854973937326
1072,110,0.38976041943257056
1686,272,0.3516168556834989
555,582,0.20382160355910925
1339,820,0.49724033913833127
1755,214,0.22592770342446067
836,845,0.219103129178688
1502,935,0.3651861876363092
5,912,0.25687547760469853
167,354,0.3898577174147654
1962,225,0.32718910914763555
173,958,0.6523936063096374
892,273,0.3869619388798403
597,209,0.4660748279483157
951,181,0.4382037967371672
559,227,0.4030713858469751
224,902,0.5296342609598026
1942,970,0.40866678935312684
1196,510,0.36172994046998663
1902,296,0.48155128588478013
1277,81,0.42318605666056885
1457,474,0.3141411248392967
260,592,0.2120795572710234
1589,379,0.3621222211468855
768,715,0.34544362188544153
1746,328,0.2349778567024083
925,124,0.44389194329277126
1806,619,0.5587765339350476
1710,699,0.37728626564821854
1762,769,0.3591600069959374
221,879,0.2705649212601906
530,349,0.24746909082528018
21,288,0.6690011796548978
753,213,0.35995624898749856
796,12,0.4141654966478633
500,25,0.33812061292974926
365,490,0.31240685441526683
1115,840,0.5050050029922039
1193,345,0.7960579307077953
1780,227,0.37987926150329826
445,517,0.4559859095356651
131,244,0.22363423909464733
386,6,0.22354296012935215
1111,597,0.33899168213962544
1354,709,0.32851570386263607
1898,163,0.33436211287291995
1143,578,0.3387808318199037
463,866,0.4491983661709911
473,887,0.5742177142081613
938,367,0.26303848145181413
1472,984,0.4336761920517291
1086,567,0.3504378471839854
1436,588,0.38732413311054803
259,632,0.08654849281190866
1771,408,0.3923581819844432
1017,439,0.5771097595213236
731,344,0.4268896497100488
1624,946,0.36731105319109486
1126,953,0.21729512746888385
599,22,0.4067049115177811
951,948,0.2811836626287979
450,897,0.6706860858582748
589,121,0.3985386690565149
1504,111,0.3798288210936018
628,880,0.2670149034151508
460,811,0.29681627371933944
971,240,0.6474279980248991
981,813,0.8480621440829846
279,664,0.25252301765917445
1698,56,0.5268557367716821
1051,203,0.48468970875282236
544,308,0.43727152545751236
1366,217,0.592224407471243
616,588,0.5150279000279868
803,314,0.3552701970213252
494,617,0.2528915725426952
1656,671,0.1871789125486455
1806,997,0.3223364081539226
251,737,0.3486888630966283
1024,458,0.6526576698570961
1779,644,0.25526269522785694
1139,72,0.2220429125096208
491,299,0.4104339746333402
1167,710,0.2161026300523765
406,938,0.17503084413547632
579,682,0.5328972720591434
528,136,0.34903560932683475
218,822,0.5135243267414613
1386,962,0.4772704200463811
1367,695,0.5179627734766149
559,540,0.2956955354148535
927,152,0.480628384859168
1222,525,0.7521264451716041
1811,979,0.2609740348751994
1426,756,0.5256450050223083
938,444,0.2097312648225842
615,228,0.40707823486838934
1851,649,0.26272848185644276
254,312,0.38255206460439123
961,334,0.5542170390510373
1791,759,0.191951446571186
471,961,0.5409544180129282
589,964,0.5032583233414006
791,793,0.49262580228233144
445,982,0.44787339747951294
1960,98,0.14254683349147879
933,434,0.25515561528611913
1936,485,0.3989227987658682
660,231,0.3278058915557068
599,919,0.3836117361866152
1230,359,0.3623000770258263
1442,943,0.17534562027332778
1576,181,0.5257919101642197
555,209,0.3659630272901504
595,138,0.20852782218237736
989,986,0.15431250638712496
11,979,0.24988901743038022
272,487,0.5184387621095027
1966,664,0.4905235950162551
984,571,0.4504696664799891
787,446,0.5681380706289249
1743,920,0.5882686316738335
242,177,0.4288609885060119
797,256,0.2842894639261
1926,29,0.28437424736467226
1369,64,0.1695543088643699
1049,272,0.1830049038576328
1182,700,0.24762592763934388
500,474,0.26862356218852934
1378,123,0.2668043338685222
1275,513,0.41932582948078956
1757,700,0.45721046884089234
1894,332,0.23428191083816835
1632,231,0.20290920626447684
172,791,0.27154747999736056
467,475,0.3359796011643014
396,124,0.40323235140304614
1103,695,0.6963386674801317
1112,2,0.14074770860824742
535,600,0.24210147925918896
1538,530,0.1425435894205908
129,400,0.2087796178082444
1136,649,0.3914983014074104
1475,554,0.225526598263278
1145,407,0.19491736838951992
1483,84,0.3459078388507151
1544,517,0.2832135072590135
107,960,0.26316196547073367
722,99,0.4592762125425477
2,805,0.41046041623531504
1129,229,0.25829660608717786
303,176,0.319480168287737
1272,381,0.6328024912800165
457,660,0.37524230208187975
1804,801,0.20390705531488068
894,872,0.4674627331164322
766,398,0.5556916904338354
1031,625,0.4315434014861874
1096,859,0.2600053794840353
120,301,0.5754738210541009
233,65,0.4179540458805848
229,921,0.3008335627077149
492,767,0.28349214777809884
1478,40,0.40542911048028685
1077,85,0.5308579126371141
1747,268,0.2739398004976248
380,243,0.3974640727698403
182,543,0.26379412724953305
367,158,0.38787169822497203
397,958,0.7264883149852518
984,378,0.4525755910363276
1973,217,0.3099164415148978
1762,723,0.5212840728099374
1888,162,0.4323784878024333
14,152,0.25713572630002285
531,966,0.4671604164106952
1344,878,0.576650766195267
595,366,0.2738140745530557
1434,273,0.26185509364454507
588,811,0.306585283614915
1075,860,0.31577043949387895
1144,970,0.31109630599585403
1515,784,0.2264637602138812
1403,631,0.2916437034815854
1312,768,0.6432449308818593
1477,370,0.4248579262672746
953,171,0.42317273718553994
824,221,0.47515407024073103
1598,614,0.34751503251147453
1908,166,0.3836196634642246
1937,310,0.2804966697699907
1394,951,0.3305088459264824
1649,95,0.32152634949428643
709,335,0.2441941109000787
1646,531,0.43703468281138946
714,882,0.5868112898253386
1827,357,0.3932423502144091
587,828,0.60543274745438
1532,477,0.42929117351125656
1451,835,0.279550970563986
393,265,0.4489204843187835
503,133,0.4523001114913615
99,441,0.3706272467250539
424,873,0.2775141755468057
1926,186,0.24928652494433579
139,319,0.2150317828821012
1979,199,0.2390973708512877
795,378,0.2308352119492584
1636,543,0.2967473914917993
1812,120,0.31546477886632623
1903,632,0.2287975314869779
109,330,0.23974858202301358
1941,638,0.44088314289900016
1160,589,0.44657658215717866
804,416,0.5378135624219109
1816,881,0.8582273245202734
758,440,0.3488215319114113
1098,573,0.3752844933173618
1959,632,0.0584030589556524
1335,820,0.4757051189538471
425,882,0.4414103579743711
1837,785,0.20131283449381004
1843,621,0.3432352685371509
1738,105,0.6833735816084425
1167,536,0.29588625289129933
61,741,0.20944125679771367
708,346,0.3839994995123257
1221,376,0.38725855773207307
1450,43,0.30620178457458336
799,490,0.21592361789542547
651,521,0.18316045554677726
110,548,0.3012748730580835
1246,895,0.23475587091874905
1598,985,0.27170955225630294
1119,574,0.3571734721387299
705,934,0.33125284807361277
1807,375,0.20537775031147704
601,327,0.508913131997837
1495,547,0.37781412486283894
1041,918,0.24569286843691543
1017,620,0.29837754517644205
128,518,0.28595642415540995
815,973,0.2929523330863732
1962,818,0.2235652346087669
1800,808,0.373846156370931
1342,13,0.46086140796869096
1265,352,0.5816984648733867
1271,609,0.388226765387085
1697,899,0.12865716894559132
758,837,0.36944672104062387
1908,538,0.42012258597623947
385,949,0.32755425073138134
359,467,0.32086129461602975
982,974,0.3451715595927483
1072,365,0.32670895214720347
252,77,0.2080751201603948
1058,437,0.41328506671655574
311,142,0.4201571604091344
595,191,0.16548496583939615
1510,533,0.37589501026216554
1669,922,0.3227758266509867
1417,678,0.41216536859543373
821,992,0.2832306345857618
1586,571,0.5492903775751032
304,178,0.18093608408539502
539,751,0.34741396117917744
1992,634,0.5513173075967821
1059,749,0.5384029845558596
1326,346,0.6741975913820364
796,510,0.4244034184635418
452,830,0.28621527159342836
757,860,0.6197139989303266
380,218,0.296390010349011
648,245,0.5392474897911204
1369,820,0.32980980146612277
714,886,0.7138388386655619
121,325,0.35061543223299274
1954,527,0.37967562981100395
86,129,0.25762262407125963
251,861,0.28169423344663724
46,944,0.29786958723423484
1614,500,0.2053973436459236
1398,964,0.299536647034029
1877,730,0.3197632479576852
1062,134,0.931709746191418
1318,609,0.4981477904527858
1091,702,0.5065135648164557
198,559,0.28483610103919954
136,828,0.6900029237923893
915,935,0.35377152077498536
1307,687,0.2203651788376025
1760,457,0.36588409960580215
653,208,0.6893397441981242
1750,402,0.35020478851305575
1880,424,0.18197406914205969
1438,166,0.3114226760294885
1555,607,0.3154511351051813
1504,179,0.41154320864175997
1464,643,0.5596814660330698
138,786,0.7458469490894445
17,932,0.30403702752151096
1980,755,0.6623106805244277
1043,325,0.5599200599623257
1379,432,0.3627448814269525
715,232,0.24130239559062977
1127,955,0.2010579239228245
1049,63,0.2757950697403598
253,248,0.34600401005909565
786,9,0.24040835463456803
1112,429,0.22393219210828774
1642,340,0.22538810944759566
1541,50,0.34705886156658583
501,529,0.397059909147609
1784,981,0.19363433714014383
418,193,0.29943559428239186
311,995,0.3160402254529558
583,116,0.40342028070553315
263,516,0.08329107656276366
1967,61,0.7785085300712544
205,612,0.16965536233740122
341,439,0.5536852539729028
1098,289,0.3632595110386239
1766,271,0.5665466475782313
1630,414,0.5048575100858749
1319,413,0.4095442109624887
1801,319,0.31404543764463194
180,295,0.21494133303457721
1679,943,0.17358733587766328
654,350,0.317545959843411
1084,262,0.40256091173179354
1790,880,0.6422335560412866
1113,138,0.24776775764845563
1903,203,0.44588434245826364
818,847,0.7221691234123119
1557,736,0.4563096699320126
1881,437,0.39213472220482504
1534,808,0.34353942376733965
1330,934,0.37948804896895416
170,580,0.2642725471027988
221,442,0.3041710013316027
712,218,0.3313610948992387
1943,957,0.3130733572159183
485,509,0.28320149867536937
334,741,0.18454683071580857
1098,348,0.51174286852015
974,683,0.44384163293057755
80,207,0.25525344785476944
825,85,0.6327860239934755
1642,138,0.266470163349296
1125,472,0.43222559370455776
1779,485,0.2797559785124962
1337,696,0.17275561795323388
72,68,0.4913824427283547
753,151,0.8007255395259909
1806,430,0.6963270448619638
456,429,0.3052545804004573
659,568,0.18679562335580946
176,823,0.356616786436853
1301,76,0.5225499277450844
932,635,0.09800065903380942
1208,388,0.2785160318769789
11,930,0.1905192214086833
448,493,0.3730754468839525
448,105,0.37577752267429565
1121,630,0.24761823139075878
225,446,0.27791257384390744
967,674,0.5182213354620353
1320,633,0.18067082903700488
1797,19,0.3717687059814156
439,243,0.34035957832544506
735,864,0.41849409231349494
