user_id,item_id,score
200,120,0.4869428974808317
453,154,0.45531125152745955
116,1,0.27232859421872996
349,39,0.375999009256324
257,80,0.3381526916472375
234,64,0.5185044077161627
310,44,0.2446553730030641
61,48,0.7686824767236146
126,152,0.23960619783221904
283,20,0.5767715512987102
437,106,0.5191150097888861
374,72,0.2532257809657845
436,121,0.2447371247034694
287,194,0.4616408041608846
194,155,0.49135205589492703
22,103,0.46470319387028414
74,47,0.3053292931907168
407,166,0.5013632094753684
289,183,0.27651719429714045
420,55,0.3923813443822156
320,192,0.4608158184699278
201,187,0.3762003011070997
401,162,0.2772033941199605
125,138,0.44130088762315045
304,112,0.3410112974755922
417,175,0.36498486753988346
115,183,0.30779355553391174
387,112,0.6719169827531333
364,177,0.3231975792959584
442,66,0.47207288576113615
74,44,0.3957840506082566
362,191,0.3768784539894405
474,50,0.36241930970136477
484,121,0.34772745186925563
124,36,0.5169828372057467
86,133,0.47241143325374946
195,17,0.4767686446986703
495,21,0.32055300804960074
67,68,0.24697244523258316
161,108,0.5862983474022365
341,52,0.29471644103883976
41,97,0.7335233145562825
415,108,0.7144511399246722
299,138,0.4359495058875651
358,67,0.398385241970318
279,124,0.7179139385969701
482,140,0.4697278181294897
434,16,0.7373740553207755
98,81,0.49123312158118054
249,18,0.34331128370930397
164,84,0.5716017319656034
100,163,0.34062575401155865
373,146,0.3607388112522192
353,10,0.433522936954424
309,172,0.5259576688462919
245,138,0.37554029225350544
486,4,0.4165952993233546
45,11,0.5177621220164315
69,16,0.36121587806595956
107,51,0.33600780642004946
351,69,0.4463588127521483
101,74,0.6214888752217522
416,189,0.48672211952462313
202,191,0.3593304911532696
248,178,0.2762925201212597
91,178,0.3819297278133694
174,3,0.306071362865668
328,71,0.26939055455246486
115,172,0.5401616417086741
351,71,0.2892721421963154
146,62,0.22173797835439576
12,174,0.34153204534916903
493,188,0.3868330587919746
170,66,0.6506113328801355
53,137,0.6255201340838952
463,193,0.326847329872144
168,151,0.503577339195417
221,46,0.41424583002749477
162,18,0.3461342642205313
36,0,0.42860238879631396
398,36,0.36567314061954065
256,163,0.5211479095900662
34,193,0.25176373261762236
289,173,0.2546638011078122
461,127,0.37076199554422307
397,187,0.416463638182865
460,172,0.6286511780202747
161,123,0.453333990923252
143,101,0.29263238310353984
289,38,0.35126333107701296
450,135,0.3480155079884394
54,26,0.5224312094852406
117,52,0.3302428872017028
157,180,0.2967907350935072
268,20,0.569280828016813
280,30,0.3416388359960574
336,182,0.240630190377873
9,199,0.3788988399007723
53,51,0.33717892798222443
177,155,0.5110491552201604
365,52,0.40908242954648316
190,3,0.7046761330716739
204,58,0.43904342802267404
118,158,0.3120383493872883
461,33,0.2533689195570335
74,104,0.6353118799595596
203,48,0.6489530734654223
95,37,0.4068770552150056
208,86,0.2669494794545345
389,68,0.31536262640775237
427,120,0.46507534031017417
136,154,0.29868338102570646
161,171,0.6174814001194056
306,140,0.6033413068547551
82,176,0.25760037182453654
178,164,0.5955501475968412
400,185,0.3091300179888801
315,119,0.26647143245256283
438,137,0.5972869460067585
234,12,0.5412831805799911
100,160,0.23899253398572787
451,174,0.3166892366422819
280,93,0.37476148337389276
210,139,0.315116129973653
292,41,0.3314830961161883
358,27,0.3190876624563647
40,98,0.20703969403710315
461,104,0.4030431910250376
379,198,0.2914341632572704
396,99,0.40667919820572584
30,129,0.3508316843742875
458,53,0.4686647158405615
439,99,0.4764746938135856
161,136,0.5896476013455687
215,7,0.33998043949816625
27,69,0.7121468621445675
491,171,0.5825478410184572
437,64,0.44984763404726524
355,20,0.6181620076570138
312,48,0.5986598329609392
117,53,0.39421751128721044
52,73,0.3399931114847
45,12,0.5144510170291519
469,80,0.30592056191798467
355,141,0.2777164165740538
110,101,0.30475822212113657
16,11,0.2751658178432011
170,152,0.28035725645942483
227,121,0.3414802000744627
339,118,0.3283642382444055
155,15,0.5294962145723594
185,26,0.6065600099716443
180,169,0.5568953321712738
161,164,0.4678107012339594
133,134,0.6083824710855483
243,56,0.40541952894944466
125,11,0.38209493086351864
110,50,0.367053584017503
456,159,0.7966823453802013
216,199,0.23194647025324167
44,58,0.4775560099064565
488,156,0.5366085102424984
97,155,0.48518520566010703
427,3,0.7224843211605791
89,103,0.3579839977857936
142,31,0.2649669013158952
27,21,0.39577790956510517
491,198,0.2480388394064631
361,184,0.2566363629860984
300,82,0.1847131983819634
266,180,0.31308881466006266
350,155,0.34340561849162454
458,64,0.4561663647312059
215,181,0.4890153278847743
187,56,0.37662661593557845
241,25,0.38428706392708223
240,113,0.395714783774958
433,165,0.34373750376934514
410,14,0.27452107060066816
45,196,0.3234157592131842
389,37,0.23245356498434994
222,2,0.3889675435096612
477,5,0.3225005696207894
234,107,0.7282486944021636
160,74,0.5268049183477012
155,69,0.43175797265217436
168,15,0.8262181418343054
183,63,0.7112609345520763
186,89,0.4749395749230576
356,88,0.36613355310585183
273,18,0.3081496963332102
465,153,0.3859264455987435
389,3,0.3717079265143427
124,97,0.861557676733178
272,106,0.4776669603539948
417,7,0.3650109489302298
140,105,0.38596112734066734
494,93,0.46885984269970804
320,170,0.38276728216220096
87,85,0.7413291814903051
92,85,0.6132391210176298
35,100,0.4362081099692593
475,155,0.40763342867983593
215,169,0.44214884317558056
251,103,0.519613169599001
90,21,0.3011667482285478
100,154,0.30030226011456257
140,172,0.592024549532054
9,8,0.5683200153525589
88,92,0.3978150839886021
326,66,0.483492773253833
162,98,0.2441546972955146
112,102,0.41281876787383387
273,172,0.3331456822439659
115,92,0.41447677139539474
323,192,0.41185147996067484
113,0,0.4415316969671538
202,40,0.2827782824911267
104,132,0.6795513568470989
220,67,0.6704927360987203
196,138,0.6614471008695896
75,25,0.31523768174014966
370,146,0.4604957528264415
326,153,0.30697281418867767
39,132,0.43225983274490765
361,83,0.2496249206215444
398,115,0.5318914915460269
367,146,0.46964230632675175
111,102,0.4726606346304535
474,67,0.7433722649879804
377,14,0.5233137844699138
366,23,0.36368743808300086
282,39,0.42332924179049236
3,66,0.5753775176344791
289,184,0.2979590312047384
115,22,0.39536763045210044
364,68,0.2704308802807264
168,56,0.5541681810829149
248,187,0.2216988549466108
137,167,0.41378010346952054
390,102,0.342624844604017
2,127,0.3613993692488145
178,85,0.7931848248193888
238,168,0.39588867497114666
452,140,0.5407173753531256
189,100,0.6988098864329457
24,111,0.5565877952748562
381,122,0.2590663327860025
46,117,0.3633015213560147
21,53,0.4594020544136752
148,199,0.46844155560849643
286,169,0.486654485477291
201,31,0.29020797424130734
8,138,0.43757028691049804
479,9,0.28470756948663756
47,179,0.2953604106898174
110,152,0.30648697918238754
240,64,0.36793353962249437
190,50,0.37797505157070077
87,193,0.3746345149342731
103,14,0.34288144005740895
0,150,0.36060881701942543
377,166,0.6270837215137748
417,168,0.4292024365067419
476,72,0.2840504248236851
307,2,0.646194238284444
336,62,0.2404531312349301
108,182,0.3615028442602528
191,64,0.5388722243768803
99,31,0.1870300438962914
351,127,0.4439364732210832
77,57,0.3218337297803674
288,13,0.28516216076117584
389,120,0.28207048068938523
480,176,0.4417333371473524
452,26,0.623179463861609
335,133,0.6365814947559887
88,147,0.27181667642794377
94,195,0.17767590465896266
21,114,0.3568295170803778
312,71,0.32236308713584183
450,113,0.30121072188777637
271,82,0.2825823195818874
327,123,0.3441684876208902
480,112,0.6723623127934168
388,26,0.4551523999769405
139,144,0.446549948367143
411,77,0.36044010712743324
68,117,0.556787589312238
49,111,0.5080622322539937
488,18,0.40646424252463864
477,46,0.49212352068539206
166,195,0.3110005153045854
214,146,0.5010035898583336
127,53,0.5358822692546187
360,56,0.44939973945406364
391,61,0.40760213769927933
5,57,0.3626877903523773
324,155,0.29136648074625104
473,168,0.5298606840589006
432,176,0.2474869867218854
265,97,0.5967666677751093
344,34,0.42077872733661664
73,165,0.38810132406069686
21,153,0.37046153412647875
156,19,0.4708745725035731
474,40,0.39047898279484505
83,110,0.3800268392563061
321,157,0.6121270409486532
133,26,0.8118620407352799
265,72,0.2856548675474138
232,186,0.29796337772179615
99,58,0.29557423343361244
64,82,0.22684800137090144
153,9,0.27209265886000017
434,47,0.3360015354578096
404,122,0.2680699852817933
413,24,0.4890002071488099
492,27,0.30821025543479297
6,48,0.652319315138479
136,163,0.3457389885862151
415,31,0.32817358250710654
261,175,0.3103483392996563
282,53,0.4032562013561224
177,162,0.36270481067068105
131,92,0.5803324872396072
378,72,0.2296333764385274
40,169,0.29693962256515644
433,167,0.3770632864440876
110,179,0.6032767284269862
46,62,0.24884759684059676
317,57,0.3052234540646067
160,74,0.5051387919415615
137,81,0.4472570335976426
37,126,0.27214397258871115
457,101,0.30141199507134553
320,119,0.33663898213746923
389,106,0.34783184004503054
344,38,0.5541124319713948
181,36,0.32972222433032283
136,81,0.2881811627664179
444,57,0.31130780261059676
362,122,0.27169279745013364
419,113,0.5226378004943899
251,106,0.47080392000442484
138,185,0.3929358226614761
184,3,0.6870467957321685
362,53,0.3883005113013088
87,67,0.7486322481006238
2,165,0.2690522764505223
241,120,0.49075753206927486
495,156,0.4379084299233555
132,91,0.24494504905738726
108,46,0.48203497728066247
83,82,0.2469755699816072
195,139,0.4537851243603324
443,26,0.5590766701289168
276,60,0.3038310851702545
318,121,0.38865247684567694
310,45,0.3536088077233064
31,54,0.24750141793646255
489,176,0.3631498580817272
361,57,0.27501107267478464
498,108,0.6118332044224939
34,38,0.3081909067522806
425,86,0.2809221626226597
464,75,0.5407041174870206
312,126,0.5740012652667021
213,28,0.3367632345105356
159,45,0.6072662994936261
371,111,0.458605066915591
149,32,0.7258661993293567
413,125,0.2996950117965812
114,163,0.3367951607895774
161,27,0.5106715902080912
46,126,0.4104321850579078
146,117,0.31630619366639035
174,32,0.30678167843310566
445,18,0.42874086605712836
489,192,0.5276195432656139
412,177,0.6154044271394217
384,161,0.3689722289038652
92,175,0.3628740971196349
244,63,0.5871327750061361
316,156,0.40583332323172305
16,70,0.21378755318377946
268,68,0.4004042273664315
313,48,0.7031722525016282
102,52,0.3197363531180895
170,24,0.6285987605803972
250,130,0.3169023875235041
415,25,0.3597714579768946
379,143,0.31266115930070437
85,79,0.5325627102357824
424,107,0.32746427302713366
205,156,0.41834641834681624
338,146,0.5174476597308562
29,56,0.3114769888646365
231,145,0.486248386981573
223,135,0.31484312178965457
21,5,0.4185101043390106
291,78,0.5147093495508266
219,115,0.6229749039022998
321,76,0.3626018809454303
44,78,0.4884674333062434
2,181,0.3705287735487249
205,63,0.4619604033913729
131,59,0.8132790702437527
371,74,0.5044633774809132
346,157,0.48359100335422256
234,129,0.7233129250662726
347,158,0.39134328727602685
123,60,0.35312308347229276
313,100,0.6641404754415525
367,172,0.700511889612942
499,98,0.2872729314018772
484,191,0.4302021415187224
91,8,0.651281591032096
382,133,0.3611713650934091
214,130,0.5201440013901472
276,63,0.3032559295839039
244,61,0.3978315527252985
425,75,0.6274757428642985
53,15,0.737638553914513
7,103,0.3253499005327417
442,129,0.4122725226173395
93,137,0.2782508508098256
80,1,0.4938856736742968
177,139,0.40146136763525986
317,112,0.4322854015624442
383,61,0.3989478375687783
165,194,0.29043727123517926
221,60,0.3024112735547451
155,148,0.3522151733072841
377,109,0.5128035058926759
277,73,0.3108604837127209
486,180,0.3305791650699722
278,118,0.3235615018500426
325,83,0.27622741946029095
160,27,0.60885059306361
391,0,0.41062241935245614
380,148,0.534068422809173
95,162,0.3472191514452802
301,177,0.4684000638884056
175,133,0.33199432631992565
231,156,0.5490246317932495
454,103,0.32139332686991295
263,74,0.3422407596789547
480,181,0.7155629030968031
399,12,0.38998022507427144
368,34,0.3283939524370202
498,181,0.5785907881032208
458,157,0.5222400462036423
290,85,0.6363056283403137
165,158,0.34125398506361326
479,99,0.38826949632335217
415,182,0.4792892832736464
354,2,0.38719341342038993
207,196,0.30760125494923146
24,67,0.7927729566086515
60,28,0.2877932808154794
73,60,0.38387241219147106
426,152,0.30756222890162077
407,138,0.5137411854077185
109,182,0.27743332419235267
388,50,0.29372812674960125
148,11,0.5645181487732265
169,165,0.4436404579771035
408,13,0.7188559776963559
401,154,0.35893088246009053
54,181,0.4656262676822833
276,171,0.36978335533447776
132,86,0.21617745884834466
488,181,0.6691687179583821
457,149,0.48667236902310973
259,192,0.294526677739016
142,103,0.45504030626581504
430,92,0.33777928787731415
429,141,0.31318308998514494
416,118,0.28537882085906974
58,42,0.6605815584472935
19,165,0.37824830149166516
130,155,0.224046500843604
460,65,0.4701647920156538
292,176,0.3815721463860069
25,74,0.4266638657946308
455,107,0.7311372621020293
7,28,0.28112606719736655
295,157,0.4387173061918661
438,143,0.3059764460679217
429,61,0.4223049019921814
442,183,0.2975589828892402
431,154,0.5200285634092434
72,162,0.3901695518956423
178,36,0.5279799045474172
118,56,0.31639826717891617
263,94,0.24131285449923967
379,52,0.3711464299156113
118,11,0.28830780138785284
349,156,0.37635200146249836
402,10,0.6923602209511817
57,33,0.3466257560873819
250,19,0.3345416587133115
83,130,0.3955838637131043
292,125,0.3387395511036828
92,93,0.49454473152236433
55,59,0.7811197214139654
419,124,0.7672342829004046
12,35,0.59587590953689
222,81,0.30368806922919367
447,165,0.34605056466987016
374,10,0.48846353399367226
475,45,0.4741151937365966
485,9,0.3978241369577814
423,127,0.546978947582144
111,59,0.5893898031983165
445,86,0.33403559346076284
478,56,0.2994017754248422
438,105,0.37287373983606953
277,140,0.429635392091714
88,175,0.3236278824772919
400,142,0.38131562787003326
105,14,0.5342381740793699
39,147,0.25770654396089354
217,81,0.29804400823173255
331,171,0.7852995858340839
37,187,0.2065382575422238
17,143,0.2747873242472861
438,38,0.5147993442083731
317,140,0.48383232057982317
364,80,0.3027291177106014
76,187,0.29145217676133583
345,13,0.5323301133068152
38,71,0.35627873253368303
280,76,0.23126665570526075
421,119,0.3312835616622951
219,52,0.34218250692483476
236,149,0.35006295984530206
95,165,0.4370752075947347
184,5,0.4729888061111271
205,31,0.24288001758917052
186,75,0.5437989798984761
176,58,0.3779476007198995
189,51,0.35085547211629564
344,126,0.7323762849450398
249,83,0.2619226020372922
486,126,0.4506470455543967
275,80,0.5633011938477426
437,163,0.5118264655363846
272,151,0.39904489497345363
57,71,0.2824852665590619
473,110,0.5094027966352388
186,12,0.3907234671840817
472,188,0.3201932682087293
271,118,0.28881151195372745
400,29,0.31883436845254304
358,12,0.3297062648331184
93,81,0.3125710377031675
268,170,0.467404489809761
115,142,0.3687840850030857
200,179,0.691686805327471
470,127,0.6550117963177253
179,157,0.3267110696999189
181,110,0.37134225090163353
0,43,0.27078673719305973
264,31,0.20833174987465203
270,139,0.18257308541062361
440,135,0.5213791154370662
71,154,0.5559050828907401
231,41,0.4018101538335132
189,114,0.37454210005756905
272,159,0.646424518422241
220,84,0.566083547673339
492,191,0.30867704651271527
498,53,0.4427667983177258
370,138,0.6313860573156049
343,48,0.6413568780070167
103,82,0.22169013185885883
358,155,0.30899951832257627
183,27,0.6834458397892831
449,37,0.4717251195648099
298,163,0.40634694007167715
57,12,0.4261186049538353
493,82,0.21731036284149652
185,98,0.2697487644309772
283,128,0.5592715744097128
425,47,0.2921355322511749
387,165,0.4531427774761644
491,154,0.39982628263406694
141,24,0.6594059223109809
289,66,0.47066738960683313
489,72,0.259878234601276
281,147,0.23704323486283724
322,151,0.4134634635114132
4,194,0.3428119695343104
161,94,0.3303371149427827
433,83,0.2974425297741107
175,182,0.2552450982439265
367,128,0.7468536115441395
386,121,0.22763216704523617
148,83,0.3907603540701484
293,142,0.4190629412218803
249,109,0.2505510274370911
276,120,0.2419362896052502
377,132,0.7556248137622013
363,46,0.35640251781715804
470,195,0.3185536902285553
226,103,0.4422129187951347
150,191,0.41152292926219414
344,179,0.6828597377763865
496,199,0.46842330239944624
4,121,0.3146737339234862
236,180,0.28488432459941915
236,101,0.2356641098632243
348,196,0.3212852303911485
448,103,0.45446235983847494
187,50,0.29521714988551895
331,166,0.6315907327164583
89,122,0.24874679303743522
380,181,0.7747168426643837
219,121,0.36917277154889216
161,30,0.5388278485978253
51,88,0.3979821658544876
39,100,0.4330286087888775
110,128,0.7186485836012276
181,169,0.4280737505616652
404,78,0.3373436382411663
492,7,0.26170473347087386
189,174,0.36320775770661984
140,144,0.47325076353175993
165,80,0.3390430386602382
162,109,0.3091299908569389
13,71,0.256785856315709
282,12,0.4044182226005601
240,158,0.4280965521243226
5,196,0.2948816704491167
469,57,0.2898819570125425
25,46,0.5031277358062991
4,19,0.4212079338927762
241,145,0.5331781504843802
387,16,0.7058142439916351
398,18,0.3591898163458135
62,162,0.31124172690058627
99,162,0.24351784591675574
415,121,0.4322992045125532
316,124,0.5081954595893583
144,70,0.29325538059254425
287,163,0.5373742936176175
140,197,0.4818128178078602
367,67,0.7293928641008351
295,186,0.28583190503921274
351,193,0.30174472948812725
286,2,0.5502749965056395
170,158,0.454509245048828
200,44,0.4742507309652698
124,56,0.5733236744068493
463,29,0.3474602472852748
196,116,0.5067176036370804
220,166,0.5607289316582538
172,150,0.4143539955544029
452,93,0.48503046904521563
493,107,0.38933045527272725
3,92,0.4146873155347197
145,14,0.5083428651718658
423,121,0.39373151296042846
211,5,0.4741296594448654
111,119,0.40032274651792277
296,132,0.5477266692953682
415,197,0.5089087520088098
149,111,0.5441387375145285
246,10,0.37529754352854205
392,59,0.6504098501327692
75,86,0.24246328671608264
250,72,0.21550703446753883
278,82,0.2950905788827386
371,29,0.3532672505190717
280,155,0.30292010894529187
494,24,0.5471806406395003
73,57,0.3663839541103276
24,77,0.3479914045531972
354,115,0.37051354196560893
458,10,0.6685893660096458
84,148,0.2712352065913251
208,191,0.4358215170050551
381,63,0.35645203696139577
482,186,0.27286930509266816
345,143,0.2732081496698221
75,187,0.32420013419459626
332,131,0.2895844109561678
314,154,0.4089763219977288
282,78,0.3844925414122797
366,118,0.24205166638184394
429,62,0.3384712172555032
253,42,0.4718836478897429
16,62,0.21317400219013702
468,7,0.3343197336609912
324,89,0.33241133397138917
348,174,0.33914985271013287
75,100,0.4683772236247191
194,142,0.469250222501835
227,174,0.2859393069258281
105,20,0.7963551882119372
63,164,0.5429358559434746
147,24,0.45358829610083146
325,62,0.22765880875243397
271,145,0.47388554857754145
452,181,0.5416196835503004
470,33,0.4955475102212824
140,170,0.5158112828496233
21,179,0.5389829936609752
435,110,0.2747810854300809
402,37,0.4131909876428936
69,115,0.37428359415106693
8,31,0.2558269056219526
387,49,0.5278372199997822
125,74,0.42203106827809533
164,21,0.36331875034224026
289,76,0.2593142752491829
297,136,0.435741676435892
188,158,0.32145705436952443
338,94,0.4006861113687028
371,137,0.5330562122860097
129,193,0.3949213549124371
143,15,0.6465600704588842
301,166,0.4402289513313915
128,138,0.3720101845003117
374,84,0.39329928650633383
105,198,0.32165386128994733
385,105,0.408786152920202
11,194,0.4942089199730285
489,26,0.5995189406842848
143,129,0.6232320385042944
315,181,0.3368655001292205
280,95,0.18690962400859323
380,9,0.3870843822310841
332,104,0.37656001954859364
373,41,0.30918143531972436
236,21,0.282038168278394
184,106,0.539207380938222
11,167,0.49188332187289835
72,75,0.8005306885908094
225,175,0.3542611431662693
275,38,0.5487126915321684
123,163,0.5101457856050304
407,154,0.4497831739154464
193,28,0.36424896164198023
14,11,0.277481769220701
358,23,0.3061659717383292
404,137,0.36968272671832725
215,141,0.25049759105375696
161,127,0.48993720086069315
444,99,0.3359190634877347
439,95,0.2724704376899409
17,37,0.3837721903815594
194,150,0.3907888985416247
103,197,0.38123553280460576
395,143,0.3213322021706245
260,108,0.3826425104017562
282,115,0.4906416468287288
205,78,0.38529064216284636
42,96,0.418975635956009
189,31,0.32596739632859406
423,140,0.6778002281088975
200,28,0.42448707464719426
325,152,0.22671086780919766
324,88,0.2979969361357021
71,128,0.7939684072078903
74,166,0.5284242211998579
494,53,0.4347534451286258
217,15,0.34112578408875704
98,19,0.5186518522347482
57,180,0.34083360545555264
110,128,0.7305521509791333
325,7,0.24259233383738432
28,111,0.3409152644646406
162,196,0.2414220763314794
474,107,0.7456897583364254
72,166,0.6375493000181369
259,18,0.31452300320935367
140,140,0.6341248794179613
187,184,0.30569949615692693
436,108,0.4272976748469422
341,42,0.43106916530490846
297,89,0.4014604750410505
239,114,0.31447061599333814
411,136,0.7690710011988343
19,183,0.3322898829209836
461,10,0.42156722838650573
153,41,0.2541599340258803
429,115,0.7293210965184559
229,112,0.45397273593999676
231,71,0.34743747197374075
442,51,0.24621227274959273
266,102,0.37977922641782136
316,67,0.45946501053883504
365,139,0.4642634571599013
426,50,0.360599669711029
88,124,0.5359331832049692
117,53,0.4238930958602323
74,48,0.6235348245857799
6,109,0.399406902498032
488,172,0.6364305895543347
278,27,0.6364376989261062
408,53,0.5524351019636731
28,96,0.28804485552415066
285,91,0.33498688646478236
272,194,0.4004702573947717
92,172,0.5844400806120971
78,109,0.41828560860174974
105,46,0.7737285270057824
180,63,0.541838350574712
319,86,0.2748390841555901
216,6,0.33462394628697173
168,73,0.4267808534111899
137,184,0.40893842479252096
229,51,0.28677424631852017
160,0,0.4149870061437023
3,144,0.4116234426217529
131,170,0.6893060919089408
70,177,0.4627996220306424
456,188,0.7266675878708122
466,35,0.7369593395944122
433,122,0.2956610013927544
376,145,0.5177020472158181
155,156,0.4224203155837983
186,30,0.46986009121598526
259,164,0.3183801272916119
131,29,0.4148026574530471
157,21,0.30695165392239715
221,35,0.3630169055916775
17,89,0.5774693592990252
256,126,0.6073026175722265
441,89,0.5583487269155591
94,100,0.2899552870340775
29,169,0.30157363845509577
117,93,0.46102293994899035
154,166,0.47496387479147595
189,116,0.5033643626004561
270,1,0.2552482892136878
437,17,0.4407043269529903
258,134,0.39536433055568765
420,185,0.26977024258880944
416,107,0.6130281498068711
368,97,0.5122813286604331
92,21,0.3409679065624347
84,54,0.24545473839185095
250,143,0.2102999444212871
223,178,0.261545838567962
118,176,0.2282135871031073
415,196,0.32640312286585715
214,196,0.33728005704876657
329,38,0.384574315448059
377,14,0.5287147550338414
28,34,0.3136066812702655
5,139,0.36409474974682665
146,66,0.344056133308457
391,7,0.4485843865038705
387,178,0.37933280083176335
84,194,0.2512825744785206
332,194,0.24947425715318472
495,8,0.470394393660251
326,14,0.30937124802110455
326,101,0.22497693355962567
265,109,0.3704120292161099
199,183,0.26066995793655623
344,187,0.4680643609525882
153,111,0.32599540373843305
278,170,0.6223765231918166
133,196,0.34782181220546693
145,58,0.5102839183015009
443,62,0.2796638670158712
154,159,0.5746024839373105
110,136,0.6905372382614849
480,67,0.7123745501656589
301,66,0.5078806472862566
279,175,0.3859571140716826
486,93,0.4123055229224587
147,117,0.3763742794048618
337,110,0.36322529330303266
300,113,0.2614225182633978
174,62,0.21982205577755223
110,182,0.4848280706631086
202,146,0.3036519841332607
427,192,0.72320690810937
50,170,0.7035616203303623
438,91,0.45088333487005283
443,186,0.2788754770950421
179,125,0.25622034631311297
176,36,0.33424885275656013
482,167,0.3515759848601974
79,37,0.42717233286976075
309,149,0.4376913488716733
15,27,0.5631593355622797
45,71,0.36431502940744187
235,182,0.5162520080490376
63,86,0.3108038270257577
426,106,0.49445785117269314
490,145,0.308449064737947
342,148,0.3321255498940074
300,171,0.33730156761647156
465,87,0.6648730248076586
339,90,0.5475173492647243
133,90,0.5675975467022385
286,20,0.5706907241336345
89,39,0.35121584435525854
342,147,0.24525304768087774
100,116,0.26258823421879707
449,24,0.7784957980584513
57,40,0.30396958252076894
37,133,0.34432123320137864
428,74,0.42190774062977965
372,98,0.2756970008090381
224,151,0.3128027355823369
34,189,0.3247286705104674
0,152,0.2712992561664378
225,146,0.41343032447350936
406,24,0.5037011272989418
128,41,0.2470342143934684
402,161,0.44567174241600804
401,33,0.288993132722427
344,124,0.8427388035030651
69,95,0.19497391028982966
360,47,0.2968272032809035
9,29,0.340204852776504
243,17,0.3001710073361135
328,14,0.2752346844267012
3,190,0.301618218529505
153,131,0.35096611387127746
208,15,0.6183875558641552
68,4,0.6834808442694095
275,78,0.5574702441419248
12,3,0.6253397652404171
425,108,0.6052641476814633
7,66,0.3790412172671964
495,190,0.30463172458063714
116,10,0.32591574684825825
98,41,0.3898894781948725
267,36,0.3500524471929074
73,72,0.2865674296612329
311,59,0.5996013433006073
278,102,0.5464182226619878
150,156,0.45496512766604064
205,178,0.307427056126178
182,129,0.7701442015769648
152,12,0.39113635933769747
374,69,0.41532683085622946
194,185,0.3505446318809391
339,191,0.5321391934979677
324,58,0.2916341487910551
317,143,0.2428060996536949
