stock_id,stock_code,stock_name,industry,industry_code,pe,pb,roe,net_profit_growth,ma5,ma20,macd,rsi,volatility,beta,expected_return
19,100019,股票19,材料,5,16.77165252772585,0.5,0.14286277163217645,0.22009095202072887,41.78703143542061,38.39823273708853,0.45696075533115277,37.00759324056554,0.015579481332413927,1.4483554443750661,0.09610523021581241
20,100020,股票20,医药,2,5.0,2.152356742963824,0.18229114666092094,0.07561461662685474,98.98238205884176,103.13568694678277,-2.191130633903371,37.242264169801835,0.02998857255576228,0.61354535689905,0.14014214509718914
21,100021,股票21,公用事业,8,5.0,0.5,0.018367199672648573,0.3254201049143,74.31840131114362,70.15804810435097,-0.3719712184091628,43.371529987288206,0.09767946095694811,0.9955510124772068,0.04348743812340872
22,100022,股票22,材料,5,29.548895247668742,1.193647639846688,0.0989952801660532,-0.1134159838473667,43.06391979826461,41.34404293368561,4.468388821751473,21.59484590166468,0.038583830291202485,1.3675121930154062,0.08107278917038736
23,100023,股票23,科技,1,5.0,0.5,0.07283663284203246,0.25590031028601934,23.42674306571183,25.517913376498463,2.2694094393865627,21.902295830497444,0.08379340011917684,1.4602735158766817,0.12155633645676928
24,100024,股票24,消费,3,6.607495288889659,1.046877511320017,0.098783236686941,-0.025253539369476254,63.282233487495,60.284569739853,-4.881230092584671,60.861237597058626,0.027786019742829033,0.9247472353282046,0.08772742426631921
25,100025,股票25,可选消费,7,14.512943537929074,3.1769185766202397,0.15734891412371657,0.1383371869582318,36.5412927786783,37.806921422635554,-3.83493218177259,61.08892720034641,0.03574690286958698,0.48817442907281533,0.11939852792273438
26,100026,股票26,医药,2,6.261528837344931,0.5997377731039375,0.030213224696559515,-0.2125499468812292,91.49581731666579,85.60583826786856,4.238112699578551,56.21367264016669,0.038417376763591166,1.0693218190586613,0.0666318253773571
27,100027,股票27,消费,3,34.25954387026899,1.2471613399409376,0.11224938575862553,0.46168881601117556,49.72639598888273,45.68254579120705,3.4871932892761413,77.50379245632453,0.055719703080195915,1.0999406025455019,0.10284060380337154
28,100028,股票28,材料,5,20.761618249268572,0.5,0.0717692272252002,0.09324916269792166,36.33849680846988,35.17070125612639,-0.1383553425160311,32.35563495474722,0.025321702769197957,1.1271852228797556,0.06348112444335949
29,100029,股票29,工业,6,5.0,0.8936591679229049,0.1588820809092609,0.47482252942906994,62.969663311361266,64.53378064162078,1.1697828086725859,15.494378216933304,0.03346733970339849,0.9083324295217414,0.10948124236565
30,100030,股票30,科技,1,5.0,0.5,0.12104672110621438,-0.02108777704350983,22.32770508739582,21.20214378817486,-2.1035398961927507,65.7061427422919,0.04430864689158021,0.9585815635121178,0.13381595462058127
31,100031,股票31,能源,4,13.297307102251272,2.029350734750148,0.09211266959872925,0.19728189944327293,60.539416552259055,58.119883684788284,2.92830752100424,15.060176620039524,0.025439777726666942,0.7917866670955193,0.06368826811736471
32,100032,股票32,公用事业,8,7.014476566273566,0.6600339205033652,0.06409415154532869,0.47778174665122153,15.050033066776617,15.678311201186506,1.033174468894399,47.26225772087416,0.02065502855452331,1.0476146790250807,0.04324358433902133
33,100033,股票33,电信服务,9,5.0,0.8115339567762662,0.23289609465925662,-0.15264602046456832,64.61998135724868,59.48651863925488,1.9482570545591515,55.56406526251008,0.050503182081673904,1.2405374902392499,0.14159900195413047
34,100034,股票34,材料,5,5.0,1.0716548078981032,0.11399442801718272,-0.06469798343099856,57.7147459511286,57.10187412355679,-1.250901619910021,91.21582132865056,0.025636372496468305,1.0789749621889158,0.08468812575753185
35,100035,股票35,电信服务,9,9.33802988745943,0.5,0.029002276399447125,0.44317104469860513,56.868938392507445,61.893133145650545,-0.6956199348851944,39.06659556521401,0.09138283519311084,0.9868113167487789,0.051915988757656815
36,100036,股票36,能源,4,18.00318689077421,0.5004575661312997,0.05946289548758528,0.6042300495051998,71.57479483520025,70.09994841021754,-2.923179170355432,40.53868639977307,0.09264781198223779,1.3371419265225435,0.06752579133846398
37,100037,股票37,消费,3,18.262449962832637,1.1448123547405196,0.12063076448745941,0.20486314149913584,14.001095298401623,13.816843762836676,4.480525429208718,63.22138279156587,0.037189852977347865,1.0769564718995241,0.10147233813693406
38,100038,股票38,能源,4,52.606356323988116,0.8522121931780103,0.06349868625765473,-0.09087086738125827,51.37583181672665,53.82342066475637,4.465570203865744,62.039979050047975,0.0672733732192077,1.009300681882233,0.06193135509458968
39,100039,股票39,金融,0,5.0,8.822854753028592,0.06964959501443208,0.10462071227010718,49.96347967363371,52.75155697559326,3.177512472399041,43.13203242307946,0.051535597342501786,1.0232998668826088,0.07028547670996657
40,100040,股票40,医药,2,5.0,3.52090345860611,0.14929629085438936,0.7909054527162341,51.38041976582493,54.15091766151932,4.355551191991839,53.70305925676317,0.08491552628242538,0.6368875738795771,0.14012280331192228
41,100041,股票41,消费,3,7.204255184795724,1.1498080607792722,0.14487048178207212,-0.20006650288546793,98.1901873958809,107.96731869077959,1.6532805258037875,35.25970276915491,0.039591780069780584,0.6729791593781526,0.11431277491197024
42,100042,股票42,可选消费,7,5.0,0.5,0.07143964677824136,0.35839580016645084,22.535062582983432,20.6035872703137,-2.653481306969252,58.933331643803626,0.06426225503086563,0.9627297263926935,0.08499849989838036
43,100043,股票43,工业,6,7.366367979019016,0.6096108869993478,0.15854275987414093,0.23765641252803116,72.13867813536332,79.09650103133566,2.602105221924912,18.12653749821798,0.058186219941662704,0.7787751166256136,0.11672724591956928
44,100044,股票44,能源,4,6.076902743444084,1.9311871021959286,0.06446922402928851,-0.14691525688517756,46.17965236407008,50.337572366240835,-1.7472379075829758,100.0,0.05672189009588981,0.9864266390706838,0.05925117904341119
45,100045,股票45,医药,2,16.30901232717053,1.0796329637743454,0.1846770576117776,0.10586578872863127,56.05538718920622,60.00324366889239,-0.5951831070158586,64.42130996858222,0.036591032774868644,1.2570124945043588,0.1433158386383494
46,100046,股票46,科技,1,19.327338545476472,3.5826551301430083,0.1268772901278285,-0.34136924103951233,78.61545152705766,77.89416381347056,-2.256498361446303,27.967908912228758,0.09007196088713586,1.211719182305175,0.150460233330055
47,100047,股票47,医药,2,10.562115208365372,1.0711184712097568,0.11450908589543395,0.28646614352651545,24.163789831613293,25.956271222855108,-0.7637808227873033,44.64169561615569,0.04060025792611507,1.1177651753545739,0.10943462032555148
48,100048,股票48,材料,5,7.410325539846958,1.1228096285554379,0.08075983330248407,0.3299057375301615,78.7226691372843,74.32730560930808,1.7931736565669498,28.936757341893923,0.04047540250202751,1.2534243995909595,0.07252253740185029
49,100049,股票49,科技,1,10.633564295470476,5.074419648494827,0.06956741479130334,-0.20985018559239604,16.329770441599564,17.28230500956681,-3.893894386949702,33.62698069552718,0.03473248484566578,1.3090985157524033,0.10520345284935141
50,100050,股票50,消费,3,5.0,0.5,-0.01632491842880004,0.3669890476349404,53.49785600888497,50.13004082153655,-3.9479307100698358,54.23330542964429,0.035797122003434184,1.2982508795691794,0.03257667738663023
51,100051,股票51,医药,2,6.802723938736025,5.662454998078107,0.08529271492019488,0.0004597019640582863,76.78637719296225,81.62947834313552,1.8377001208814203,77.83183216185414,0.04416321519547902,1.2908512700192252,0.09589532201874114
52,100052,股票52,工业,6,7.513985510921559,2.158973361374082,0.0994752251950994,-0.02671093454956839,27.329630981922946,27.955638771680178,2.7958116677460754,47.976578954331636,0.062341663891361025,0.6403556275270478,0.08844011176495802
53,100053,股票53,可选消费,7,6.854564556761541,20.0,0.008694923989164105,-0.09260441106909488,79.3824081431881,73.00055913709762,0.5146668471236504,12.19103086393988,0.0736579406333629,0.4326577114073214,0.05644484418459092
54,100054,股票54,材料,5,6.227494158701048,0.5,0.14116919645454393,0.3984877419908632,25.013125623316892,26.9907611632177,-3.1835898593253456,37.72199074980675,0.05309458542086434,0.7659317252004956,0.10651297385353127
55,100055,股票55,医药,2,5.0,5.100832542884069,0.09198142568103188,-0.30215213121065143,81.93148812434092,83.20891793107059,-0.6924315163901162,39.03754460826799,0.10107787220794354,0.8629627355653281,0.11631407450289899
56,100056,股票56,消费,3,5.0,1.1432463325853717,0.16073560461303116,-0.2768047676698834,52.20420156476538,53.835564885968864,2.581755223840144,51.77850661027147,0.05280421293008828,1.2785795563140736,0.12620906618554206
57,100057,股票57,金融,0,6.018931448495309,0.83061889402509,0.06581697905384372,0.02235201002866764,71.61744986767961,68.5165580339643,1.8573310155249978,47.180084709450405,0.020287011895532423,0.9710542826119617,0.05899459309558159
58,100058,股票58,科技,1,13.387877875206255,1.3564923814891041,0.16182103909031265,0.03272533613374013,92.56658125322696,99.44678686731785,-3.9013452218062996,6.008513210222919,0.02795300950263516,0.8560547157905959,0.14929642239594687
59,100059,股票59,科技,1,5.0,1.1333918184214502,0.07754845485705379,0.38798412698956436,46.75793712523603,47.18063575170098,4.691471809582451,31.501168235800186,0.07065195937641366,1.0490601118308465,0.119969815241451
60,100060,股票60,金融,0,5.0,0.5,0.09748574156712539,0.17265822721261617,30.966177414049554,30.477656759849737,-2.766361191136635,27.850215985823198,0.04231224506912412,1.1607493051484927,0.08143654430429993
61,100061,股票61,科技,1,58.50405417042423,0.876658404408339,0.11078076208010465,0.17317203257447233,88.04476869559092,88.6484343614126,-2.796104954195453,67.9486021087777,0.04088997886458379,1.2327243527279317,0.12765737469942745
62,100062,股票62,科技,1,6.092285095359173,1.3594859966540596,0.09791691159266641,-0.28594360193988183,24.545498329430036,25.543582509733756,-0.4014275225454411,44.299727496385096,0.030738707230822795,0.8760922912853665,0.11818006796558005
63,100063,股票63,金融,0,8.596453654455624,0.6536680562799217,0.11521783814923957,0.13089022676653295,66.83284466536749,69.43996554115134,-1.7275687099995152,10.027778565639816,0.040756994263986254,0.7128957010198076,0.08983601735381566
64,100064,股票64,材料,5,46.46636946739881,1.716764624684517,0.003772577961695989,-0.5,93.09279592365532,90.44108674857738,4.83985988644394,32.63198851163081,0.0410606307286532,0.7664343319649832,0.03420447819944396
65,100065,股票65,电信服务,9,10.169929449544448,0.7439046470982787,0.0930306126858372,0.27123730158102977,70.69570403817751,69.07335470408965,-4.2351022674586805,73.49378605312074,0.06362803705338833,1.0360372542836709,0.0756037174589351
66,100066,股票66,可选消费,7,10.404813388694432,1.5814549828324178,0.09597890508185876,0.40318751956791765,27.611297690501374,27.954993144537504,-1.9356080907672246,38.017472009179,0.04405498501345185,0.6843199072618006,0.09120594804496493
67,100067,股票67,金融,0,5.0,1.4017425373960966,0.0006759566511618465,-0.033859084063737235,23.705555658690965,25.717716983111234,-1.17277839572704,36.41258934746895,0.09425517961222603,1.2844903931374545,0.04861453220924874
68,100068,股票68,消费,3,10.10290883899737,1.5704031435221204,0.1321235188056633,0.3126014441266631,32.70749779905319,34.31297978237533,-0.06541006278059536,46.59405435157096,0.035883602170051085,0.6872013681077127,0.10682684005384697
69,100069,股票69,可选消费,7,7.28052456548947,0.5,0.05443232992650867,0.06828629650905987,45.22661495709205,44.235383104704205,-4.835935712730512,54.512089218123315,0.05514528974139739,0.5327409030411102,0.07375975188567355
70,100070,股票70,金融,0,18.632614153319746,2.995415067336578,0.1471164611822991,0.5696345785856781,24.32431286649128,23.531498990734224,-4.176378681917194,47.14557588184925,0.021755579399565496,1.0466060730816888,0.10008490441101921
71,100071,股票71,可选消费,7,26.504718259673606,0.5,0.1042975830314031,0.2684041187618206,81.80326597971859,82.18997740798473,-2.4219035727018845,70.46300855578222,0.06921712304568652,0.9171983154775275,0.1029139284294075
72,100072,股票72,能源,4,7.616461639235502,0.8303953260488894,0.07128590614498626,-0.11159191317791592,42.13318083479998,45.25096348555874,0.5400208168559617,47.14686095718542,0.024467910896531907,1.1413594906416427,0.052983326341452704
73,100073,股票73,公用事业,8,10.827573173329936,0.5242217902521158,0.15023460292648094,0.5512917185154425,94.24780623214538,84.98662550496485,2.677715701934723,63.485296947582945,0.06620579547201703,0.8502799694306079,0.09997904010484558
74,100074,股票74,可选消费,7,5.0,1.0739554019208553,0.18309335268046514,0.4481051703138318,85.82417776317916,89.43713651149042,1.8649534881494922,53.93375057139833,0.019834774331987073,1.1209388666690396,0.1274971086398287
75,100075,股票75,材料,5,5.0,0.8948283440076957,0.10192533671398482,0.07635693955914591,91.79364365215179,88.02114989230579,0.6702491272261057,24.13998013646719,0.029695255521015762,1.302161073562971,0.07987124501329715
76,100076,股票76,材料,5,22.04734507296978,1.9178276372500507,0.168744304557195,0.348653707164927,36.504344350318604,34.3753925911967,-1.0276716027234067,85.70601532167706,0.0756934698441438,0.8129960189620532,0.12708019323184064
77,100077,股票77,科技,1,5.0,1.044860137776283,0.09119366982814586,0.3438582526006311,61.635838943997115,55.62188217297751,3.7069450225615377,73.1136571632138,0.10884419422199361,1.153776223395904,0.138250093180671
78,100078,股票78,金融,0,10.250600275724882,0.6759168738616054,0.14811609287660427,0.07231845981144257,38.93045662381217,42.01834741454635,-0.40227456741739553,38.66442252372168,0.012801988115727943,1.5387327329829719,0.09789864287302052
79,100079,股票79,医药,2,6.211142307034124,0.5,0.08162613988991738,0.21969421254573396,33.12536604227629,35.85654233614263,-2.0074719439107005,47.77749493882123,0.02887108177385912,1.2313969135132803,0.08947439447711641
80,100080,股票80,科技,1,25.313874879482857,2.4213457140509558,0.19129458895814264,0.2733567642058563,64.63781030822956,58.96800706592461,1.2933511485205729,62.30385644696361,0.12427852640244715,0.7620336602754041,0.19293085239980548
81,100081,股票81,金融,0,7.133662204233022,1.6778885327373723,0.15386536448125143,-0.0026901791296118174,83.61958425398038,83.9844219027646,1.9211499658630893,53.60054311594162,0.053450987346157205,1.1004571810980925,0.11296797844447289
82,100082,股票82,医药,2,44.80203949459295,2.5221814583220707,0.12351723708294161,0.6039633389831314,18.423802551398882,17.143622636456826,-1.015297551411446,52.14115880201226,0.02971602717701054,0.6095140158349133,0.11067342669457397
83,100083,股票83,可选消费,7,6.026109285265003,0.8307772698684354,-0.026693560010240258,-0.39316402932177763,34.819188522946426,36.620646669714084,-4.718567189540854,60.11200872217485,0.10419560614595914,0.652688577535812,0.047911901838667614
84,100084,股票84,金融,0,23.25101767245909,1.4289400165053292,0.12244083207002628,0.40308230393827077,28.46207627975145,29.40355321683714,-4.058684997632894,57.06929842538047,0.06671738071997163,1.447526459142938,0.10123563025100464
85,100085,股票85,科技,1,5.0,0.5202779567897617,0.038253351718686324,-0.16550936312630224,81.85151558404579,78.53048549906084,3.455988918936618,57.16032911644169,0.05260255204347044,1.1223723640221905,0.0949074414723843
86,100086,股票86,消费,3,5.0,0.5,0.11766265037738398,0.12694043987233927,94.00348657829974,86.8020727622642,-4.434520788146921,51.82708680639305,0.01909027051305481,1.4615140492536867,0.09455840634260844
87,100087,股票87,消费,3,7.183507975576762,0.7530665987570077,0.16387495943194325,-0.2794616458518201,17.194843916502307,18.333901436281007,0.9201966704213227,62.77799455015211,0.14198890549280008,1.1278451249280503,0.15453415136381166
88,100088,股票88,科技,1,5.0,2.513828581340809,0.13444984835069734,-0.19570736045480042,44.12920732365169,45.667132080655996,-3.1629061455060814,54.193725187787706,0.056766465793155946,0.8363768140949945,0.14425486391329545
89,100089,股票89,电信服务,9,6.959262474304751,0.759743749834409,0.1429356202907657,0.1738756984495055,92.30581384467911,83.20113657497852,-2.710737087558229,54.69623563532951,0.042645656988974,1.012954344205655,0.09426150724207505
90,100090,股票90,能源,4,5.0,0.9473507006567996,0.08134882752449142,0.22182184551202358,41.01743984916685,42.066434465757354,-2.2666604026381885,77.49730384189257,0.10340221045180589,1.0804394729971558,0.08169507689778747
91,100091,股票91,消费,3,13.5331641950039,1.2743609303828514,0.023769964438984617,0.5179400098440945,74.13952926823329,78.74056955367524,-4.617086138029796,58.668919361611,0.031481882949049564,1.6640833610862467,0.051329547104207174
92,100092,股票92,金融,0,5.0,1.0256665543752461,0.0614276420705921,0.08027745330045263,19.05997478674087,19.4059821721347,-3.2276472585970764,56.611026990324625,0.02881734725393629,1.2109069803122139,0.059359025211476936
93,100093,股票93,消费,3,11.298319167881475,2.757535198272179,0.08351317749553523,0.38492163727330353,49.99487784509281,49.24209173750209,1.5049998451394042,32.2242192045599,0.03060446443237823,0.7769654626023248,0.08093792807748107
94,100094,股票94,可选消费,7,17.53062474648709,0.5,0.09929696898996478,0.19692160278316315,55.29706980324656,56.225157890452486,-0.01282863791994937,33.231654184886814,0.04117372579555468,0.9419922633871789,0.09200060223364878
95,100095,股票95,科技,1,6.015232483359498,1.1048867423934787,0.16345639817396052,0.3733784678255991,78.18976701865543,80.06181858393526,2.973290857389358,72.83408357936297,0.05045796661129553,1.141838499930836,0.1568655890703689
96,100096,股票96,医药,2,11.920159901605867,1.6067729257514645,0.13652889347210753,-0.12758236188957692,35.99421855218436,37.00230592399356,-4.387578934485065,61.412858073689236,0.06856799399218896,0.67358032986372,0.12883484493371045
97,100097,股票97,金融,0,5.0,0.5,0.2109862610812745,0.22664234055908258,33.77697152954744,36.93204502729617,3.8889829625163106,68.35122428558111,0.026635219135990255,0.9946586679186897,0.13348369628143433
98,100098,股票98,电信服务,9,5.039690092092111,1.3047995616494668,0.0499356336195,0.3119657045743078,37.26709031762482,34.87191793265858,4.9639853189947285,53.95338447032118,0.057939418013355254,0.9385561487298743,0.05234964221375658
99,100099,股票99,金融,0,5.0,3.8267820511660418,0.15819839117409523,0.05101094398676238,60.01268579143667,61.49011562595162,-4.842600277512171,57.949736264500466,0.036835983880550614,1.1457393820673385,0.1101499907512128
100,100100,股票100,可选消费,7,76.61344097858253,0.7043423075660946,0.14376780386729002,0.31428101766685146,88.84039721182756,83.29663772845906,4.676400655399332,47.08498020541513,0.04716918460763966,0.9703568461901284,0.1160346573159369
101,100101,股票101,医药,2,25.249185023678443,0.5,0.09417189224003808,0.3427854628207793,84.78472568151761,79.86647769962659,-2.6413728702898,49.46546227673021,0.09113366281674008,0.580575356016528,0.11442604496504105
102,100102,股票102,能源,4,38.865978433956805,1.5952545205973703,0.051951698083946146,0.04465094263868431,15.215109076990172,15.730164509539796,1.9254313820603697,41.664358935802944,0.0636999699821428,0.9863582294608646,0.055085840036615916
103,100103,股票103,材料,5,24.88932360197194,1.1966036792272405,0.06922604147972461,0.43262819952705656,89.10596001628211,96.51875762910666,-2.0751655689507373,76.6744876131547,0.06640741611217726,1.2304706663159097,0.07453524557351549
104,100104,股票104,金融,0,5.0,4.5834258709376,0.06682218981162939,-0.49087959273359666,18.559843679655266,17.29422658455182,0.2181287874752047,35.76382732811185,0.03658722767797001,1.4335605185328557,0.06438726320920571
105,100105,股票105,消费,3,5.0,1.5490904516381814,0.1855333870760389,-0.3746103627991575,47.38132623869827,51.76377230451167,0.10418509836165768,56.150848997216634,0.1303848336668105,1.2886327341655677,0.16188214363806258
106,100106,股票106,医药,2,5.0,0.5,0.141412522916454,-0.11026575418432413,78.8863995328799,76.0365861615642,-1.3889452055092788,46.86719250222006,0.06967180379642988,0.5212775909613875,0.13160780259715596
107,100107,股票107,金融,0,11.885353859958661,0.5,0.14328281411827642,0.28440496792968023,17.335993243054883,16.95915744140531,2.1754676828833377,69.03617570687271,0.040259655399910214,0.5991144604485361,0.10371930367911128
108,100108,股票108,可选消费,7,5.527564176917023,2.362733212157304,0.10438368246503199,-0.026491219770640975,13.635971224927015,12.691491561044927,0.9963648186331431,54.552798467946644,0.08808488427543765,0.6828271562199244,0.10861730651514728
109,100109,股票109,金融,0,5.0,1.4289098706831551,0.08856019907410392,-0.20132488051131783,39.69962232497147,40.619352255752666,0.08277003943175654,59.23000467965846,0.06617003971522188,1.4516811141037378,0.08413111145161853
110,100110,股票110,材料,5,15.596943355680597,0.943442899812365,0.11686678994276399,0.17342611908556316,75.69330470715833,77.15298188307571,4.828393119182566,54.151575100870865,0.026476301294368888,1.1484962828867025,0.08637628535969266
111,100111,股票111,医药,2,5.0,1.1881389845630579,0.10512326797965278,0.23011129181748463,56.95807938149033,56.300438470475704,4.4000932618732636,30.156628171414646,0.05502389590916512,1.791796375333441,0.10906880276257593
112,100112,股票112,科技,1,5.0,1.5557159971430048,0.09519851517011672,0.009029893633392546,47.53016835487189,47.30289230208619,4.5543584579366145,61.00724878463808,0.030681825889198464,1.385326657722957,0.1168038053518179
113,100113,股票113,材料,5,42.257605786358035,1.4518228805128353,0.11833444378274877,-0.1553421078804029,83.17659857641496,85.22234158739683,3.8132395980328795,48.0160828566883,0.017952638809810424,1.0286171791727552,0.08455301353431752
114,100114,股票114,能源,4,7.76065500107736,0.5,0.046705832941879036,0.2021295200532678,79.00383359748201,80.32314286834013,-2.448446612456202,34.77214586688517,0.0401013228441217,0.8633559724299807,0.04538331332417603
115,100115,股票115,医药,2,21.685829646679085,3.376018360213477,0.1133504762840209,0.4384816786926918,80.74388887605681,78.71339616809045,-1.5002396902181903,21.782982174916583,0.08777479774483948,1.1122512084449143,0.12300767746546229
116,100116,股票116,消费,3,10.452277982609502,3.609649704908694,0.09446000238899442,-0.16427448707698328,51.375414155428174,55.322221280995855,-2.6894538045449212,33.65453572779096,0.10405653876884645,1.2523316923393317,0.10844696282515115
117,100117,股票117,科技,1,5.0,6.111232101547402,0.06426918705487533,0.674287900964546,11.750431824282815,12.144448533609134,4.861768872228465,65.28178113101333,0.038566845049197294,1.3632827288989917,0.10370464704219685
118,100118,股票118,可选消费,7,15.322414105514978,4.916542578580508,0.1320313633742113,0.030012371725923977,25.49232761423772,23.990351947551698,-3.4733813023650884,85.23747674149931,0.04316583494317973,0.9132983025835295,0.10896543217005958
119,100119,股票119,医药,2,6.936341407427076,4.147666004030498,0.18975913445704812,0.008991737943911556,76.71703854489633,73.95373674708802,-1.3348824444109442,52.36793323743058,0.10006529589682892,1.6575962143010583,0.16489915599757274
120,100120,股票120,科技,1,5.0,0.7508974848125943,0.1639034855829196,0.24028483749529822,77.78561245746626,82.26416734828233,-3.0095557528064356,30.065413782951044,0.06962197191518416,0.9866941358198037,0.16283833436601503
121,100121,股票121,工业,6,5.0,1.3517086752105731,0.08586925317934659,0.23098759215793677,97.50687514312027,89.79457628409104,-2.765461878157468,58.32758938999874,0.06359224487634196,1.3549632708835322,0.0820123000525759
122,100122,股票122,金融,0,10.840284646059628,3.212337263417823,0.13321987401952834,-0.4701839492230339,27.11678742191735,28.473885005031004,-2.5291211519678845,71.54766833566572,0.0533830605040704,1.101018245229366,0.1026248551609853
123,100123,股票123,科技,1,62.8873504573212,0.5,0.14216934065947254,0.16754960354409362,21.06341093373805,20.468759000028165,1.3967067555995405,88.4246619318206,0.07153217028525906,0.8937058309758235,0.15254432141531396
124,100124,股票124,医药,2,5.0,0.803579760840457,0.10595858814675557,0.37339962312034014,22.491067036241294,22.72358439288095,-4.239506298084722,75.28230251131481,0.04904946875958757,0.41091967626108883,0.10769413470125405
125,100125,股票125,可选消费,7,5.0,0.5,0.09880025983229467,0.5083772842482936,26.630930356672625,25.46214205689118,0.7252987362378405,54.48539483160317,0.10696611982079185,0.6283424212327816,0.11148996586238488
126,100126,股票126,电信服务,9,10.998911978295169,1.323502503208187,0.11718797139225302,0.16527114928220582,57.562150555708705,63.16244784089699,3.1928623628410313,61.50155445891491,0.046898321967953197,1.353020661794775,0.08266348228651248
127,100127,股票127,工业,6,5.0,3.5459564986138665,0.22562894170325695,0.09317288542400465,97.76903166767363,105.7047541425694,2.6652377660443083,35.547779513689775,0.04652793167314745,1.2257011888148681,0.1467728503535727
128,100128,股票128,消费,3,77.79278970056336,1.0189761152448766,0.11286586456832823,0.4174043280075394,63.04883347005463,68.45148595400867,-3.4882830171767454,65.93899977680509,0.017814117627567242,1.1777957276217204,0.09177716757243429
129,100129,股票129,材料,5,5.0,0.5659649040760142,0.03662895538775717,0.7375310873198317,57.041925908197854,53.44572359860255,4.147317347788052,68.67947417324726,0.0845044080539548,1.4662459729910493,0.06366580011006504
